log,attribute,n,unique_share,mean_length,space_share,digitstrip_ratio,structurally_excluded,is_free_text,fails,example
BPIC20_permit,case:DeclarationNumber_3,89,1.0,23.84269662921348,1.0,0.011235955056179775,-,False,not-an-id,declaration number 73571
BPIC20_permit,case:RequestedAmount_8,7,1.0,6.714285714285714,0.0,0.2857142857142857,-,False,"length, space, not-an-id, too-few-rows",17
BPIC20_permit,case:RequestedAmount_7,7,1.0,6.857142857142857,0.0,0.2857142857142857,-,False,"length, space, not-an-id, too-few-rows",170
BPIC20_permit,case:RequestedAmount_6,11,1.0,5.545454545454546,0.0,0.2727272727272727,-,False,"length, space, not-an-id, too-few-rows",341
BPIC20_permit,case:RequestedAmount_5,18,1.0,6.111111111111111,0.0,0.1111111111111111,-,False,"length, space, not-an-id, too-few-rows",623
BPIC20_permit,case:RequestedAmount_9,6,1.0,7.5,0.0,0.3333333333333333,-,False,"length, space, not-an-id, too-few-rows",232
BPIC20_permit,case:dec_id_16,1,1.0,17.0,1.0,1.0,-,False,"length, too-few-rows",declaration 73596
BPIC20_permit,case:dec_id_13,2,1.0,17.0,1.0,0.5,-,False,"length, not-an-id, too-few-rows",declaration 73590
BPIC20_permit,case:dec_id_12,2,1.0,17.0,1.0,0.5,-,False,"length, not-an-id, too-few-rows",declaration 73588
BPIC20_permit,case:dec_id_15,1,1.0,17.0,1.0,1.0,-,False,"length, too-few-rows",declaration 73594
BPIC20_permit,case:dec_id_14,1,1.0,17.0,1.0,1.0,-,False,"length, too-few-rows",declaration 73592
BPIC20_permit,case:dec_id_11,3,1.0,17.0,1.0,0.3333333333333333,-,False,"length, not-an-id, too-few-rows",declaration 73586
BPIC20_permit,case:dec_id_10,2,1.0,17.0,1.0,0.5,-,False,"length, not-an-id, too-few-rows",declaration 73584
BPIC20_permit,case:Activity_1,194,0.010309278350515464,12.02061855670103,1.0,0.5,-,False,"unique, length, not-an-id",activity 505
BPIC20_permit,case:Activity_0,620,0.004838709677419355,12.016129032258064,1.0,0.3333333333333333,-,False,"unique, length, not-an-id",activity 505
BPIC20_permit,case:RfpNumber_0,963,1.0,31.82969885773624,1.0,0.0010384215991692627,-,False,not-an-id,request for payment number 73551
BPIC20_permit,case:OrganizationalEntity_0,996,0.020080321285140562,25.0,1.0,0.05,-,False,"unique, not-an-id",organizational unit 65463
BPIC20_permit,case:Rfp_id_0,996,1.0,24.832329317269075,1.0,0.001004016064257028,-,False,not-an-id,request for payment 73550
BPIC20_permit,case:RfpNumber_1,282,1.0,31.79432624113475,1.0,0.0035460992907801418,-,False,not-an-id,request for payment number 73553
BPIC20_permit,case:OrganizationalEntity_1,292,0.04452054794520548,25.0,1.0,0.07692307692307693,-,False,"unique, not-an-id",organizational unit 65463
BPIC20_permit,case:Cost Type_1,292,0.003424657534246575,1.0,0.0,1.0,-,False,"unique, length, space",0
BPIC20_permit,case:Cost Type_0,996,0.001004016064257028,1.0,0.0,1.0,-,False,"unique, length, space",0
BPIC20_permit,case:Task_1,194,0.6804123711340206,9.61340206185567,1.0,0.007575757575757576,-,False,"length, not-an-id",task 71977
BPIC20_permit,case:Task_0,621,0.5442834138486312,9.621578099838969,1.0,0.0029585798816568047,-,False,"length, not-an-id",task 71977
BPIC20_permit,case:Project_0,996,0.001004016064257028,11.0,1.0,1.0,-,False,"unique, length",project 503
BPIC20_permit,case:Rfp_id_1,292,1.0,24.79794520547945,1.0,0.003424657534246575,-,False,not-an-id,request for payment 73552
BPIC20_permit,case:Project_1,292,0.003424657534246575,11.0,1.0,1.0,-,False,"unique, length",project 503
BPIC20_permit,case:Activity_3,16,0.0625,12.0,1.0,1.0,-,False,"unique, length, too-few-rows",activity 505
BPIC20_permit,case:Activity_2,62,0.03225806451612903,12.03225806451613,1.0,0.5,-,False,"unique, length, not-an-id",activity 505
BPIC20_permit,case:Cost Type_3,27,0.037037037037037035,1.0,0.0,1.0,-,False,"unique, length, space, too-few-rows",0
BPIC20_permit,case:Cost Type_2,94,0.010638297872340425,1.0,0.0,1.0,-,False,"unique, length, space",0
BPIC20_permit,case:RfpNumber_2,90,1.0,31.755555555555556,1.0,0.011111111111111112,-,False,not-an-id,request for payment number 76935
BPIC20_permit,case:RfpNumber_3,26,1.0,31.73076923076923,1.0,0.038461538461538464,-,False,"not-an-id, too-few-rows",request for payment number 76937
BPIC20_permit,case:OrganizationalEntity_2,94,0.11702127659574468,25.0,1.0,0.09090909090909091,-,False,"unique, not-an-id",organizational unit 65457
BPIC20_permit,case:OrganizationalEntity_3,27,0.37037037037037035,25.0,1.0,0.1,-,False,"unique, not-an-id, too-few-rows",organizational unit 65457
BPIC20_permit,case:Project_2,94,0.010638297872340425,11.0,1.0,1.0,-,False,"unique, length",project 503
BPIC20_permit,case:Project_3,27,0.037037037037037035,11.0,1.0,1.0,-,False,"unique, length, too-few-rows",project 503
BPIC20_permit,case:Rfp_id_3,27,1.0,24.74074074074074,1.0,0.037037037037037035,-,False,"not-an-id, too-few-rows",request for payment 76936
BPIC20_permit,case:Rfp_id_2,94,1.0,24.75531914893617,1.0,0.010638297872340425,-,False,not-an-id,request for payment 76934
BPIC20_permit,case:Task_3,16,1.0,9.75,1.0,0.0625,-,False,"length, not-an-id, too-few-rows",task 6280
BPIC20_permit,case:Task_2,62,0.7580645161290323,9.612903225806452,1.0,0.02127659574468085,-,False,"length, not-an-id",task 6280
BPIC20_permit,case:Rfp_id_10,2,1.0,25.0,1.0,0.5,-,False,"not-an-id, too-few-rows",request for payment 22798
BPIC20_permit,case:Rfp_id_11,1,1.0,25.0,1.0,1.0,-,False,too-few-rows,request for payment 22800
BPIC20_permit,case:Rfp_id_12,1,1.0,25.0,1.0,1.0,-,False,too-few-rows,request for payment 22802
BPIC20_permit,case:Rfp_id_13,1,1.0,25.0,1.0,1.0,-,False,too-few-rows,request for payment 22804
BPIC20_permit,case:Rfp_id_14,1,1.0,25.0,1.0,1.0,-,False,too-few-rows,request for payment 22806
BPIC20_permit,case:Project_11,1,1.0,11.0,1.0,1.0,-,False,"length, too-few-rows",project 503
BPIC20_permit,case:Project_12,1,1.0,11.0,1.0,1.0,-,False,"length, too-few-rows",project 503
BPIC20_permit,case:Project_10,2,0.5,11.0,1.0,1.0,-,False,"length, too-few-rows",project 503
BPIC20_permit,case:Project_13,1,1.0,11.0,1.0,1.0,-,False,"length, too-few-rows",project 503
BPIC20_permit,case:Project_14,1,1.0,11.0,1.0,1.0,-,False,"length, too-few-rows",project 503
BPIC20_permit,case:Cost Type_7,2,0.5,1.0,0.0,1.0,-,False,"length, space, too-few-rows",0
BPIC20_permit,case:Cost Type_6,2,0.5,1.0,0.0,1.0,-,False,"length, space, too-few-rows",0
BPIC20_permit,case:Cost Type_9,2,0.5,1.0,0.0,1.0,-,False,"length, space, too-few-rows",0
BPIC20_permit,case:Cost Type_8,2,0.5,1.0,0.0,1.0,-,False,"length, space, too-few-rows",0
BPIC20_permit,case:Cost Type_5,4,0.25,1.0,0.0,1.0,-,False,"unique, length, space, too-few-rows",0
BPIC20_permit,case:Cost Type_4,8,0.125,1.0,0.0,1.0,-,False,"unique, length, space, too-few-rows",0
BPIC20_permit,case:OrganizationalEntity_8,2,1.0,25.0,1.0,0.5,-,False,"not-an-id, too-few-rows",organizational unit 65465
BPIC20_permit,case:OrganizationalEntity_9,2,1.0,25.0,1.0,0.5,-,False,"not-an-id, too-few-rows",organizational unit 65465
BPIC20_permit,case:Task_10,2,1.0,10.0,1.0,0.5,-,False,"length, not-an-id, too-few-rows",task 22780
BPIC20_permit,case:OrganizationalEntity_6,2,1.0,25.0,1.0,0.5,-,False,"not-an-id, too-few-rows",organizational unit 65465
BPIC20_permit,case:Task_11,1,1.0,10.0,1.0,1.0,-,False,"length, too-few-rows",task 22780
BPIC20_permit,case:OrganizationalEntity_7,2,1.0,25.0,1.0,0.5,-,False,"not-an-id, too-few-rows",organizational unit 65465
BPIC20_permit,case:Task_12,1,1.0,10.0,1.0,1.0,-,False,"length, too-few-rows",task 22780
BPIC20_permit,case:Task_13,1,1.0,10.0,1.0,1.0,-,False,"length, too-few-rows",task 22780
BPIC20_permit,case:Task_14,1,1.0,10.0,1.0,1.0,-,False,"length, too-few-rows",task 22780
BPIC20_permit,case:RfpNumber_10,2,1.0,32.0,1.0,0.5,-,False,"not-an-id, too-few-rows",request for payment number 22799
BPIC20_permit,case:RfpNumber_12,1,1.0,32.0,1.0,1.0,-,False,too-few-rows,request for payment number 22803
BPIC20_permit,case:RfpNumber_11,1,1.0,32.0,1.0,1.0,-,False,too-few-rows,request for payment number 22801
BPIC20_permit,case:OrganizationalEntity_4,8,0.625,25.0,1.0,0.2,-,False,"not-an-id, too-few-rows",organizational unit 65465
BPIC20_permit,case:Project_6,2,0.5,11.0,1.0,1.0,-,False,"length, too-few-rows",project 503
BPIC20_permit,case:RfpNumber_14,1,1.0,32.0,1.0,1.0,-,False,too-few-rows,request for payment number 22807
BPIC20_permit,case:OrganizationalEntity_5,4,1.0,25.0,1.0,0.25,-,False,"not-an-id, too-few-rows",organizational unit 65465
BPIC20_permit,case:Project_7,2,0.5,11.0,1.0,1.0,-,False,"length, too-few-rows",project 503
BPIC20_permit,case:RfpNumber_13,1,1.0,32.0,1.0,1.0,-,False,too-few-rows,request for payment number 22805
BPIC20_permit,case:Project_8,2,0.5,11.0,1.0,1.0,-,False,"length, too-few-rows",project 503
BPIC20_permit,case:Project_9,2,0.5,11.0,1.0,1.0,-,False,"length, too-few-rows",project 503
BPIC20_permit,case:Project_4,8,0.125,11.0,1.0,1.0,-,False,"unique, length, too-few-rows",project 503
BPIC20_permit,case:Project_5,4,0.25,11.0,1.0,1.0,-,False,"unique, length, too-few-rows",project 503
BPIC20_permit,case:Activity_12,1,1.0,12.0,1.0,1.0,-,False,"length, too-few-rows",activity 505
BPIC20_permit,case:Activity_11,1,1.0,12.0,1.0,1.0,-,False,"length, too-few-rows",activity 505
BPIC20_permit,case:Activity_14,1,1.0,12.0,1.0,1.0,-,False,"length, too-few-rows",activity 505
BPIC20_permit,case:Activity_13,1,1.0,12.0,1.0,1.0,-,False,"length, too-few-rows",activity 505
BPIC20_permit,case:Activity_10,2,0.5,12.0,1.0,1.0,-,False,"length, too-few-rows",activity 505
BPIC20_permit,case:OrganizationalEntity_14,1,1.0,25.0,1.0,1.0,-,False,too-few-rows,organizational unit 65465
BPIC20_permit,case:OrganizationalEntity_13,1,1.0,25.0,1.0,1.0,-,False,too-few-rows,organizational unit 65465
BPIC20_permit,case:RfpNumber_8,2,1.0,32.0,1.0,0.5,-,False,"not-an-id, too-few-rows",request for payment number 22795
BPIC20_permit,case:RfpNumber_9,2,1.0,32.0,1.0,0.5,-,False,"not-an-id, too-few-rows",request for payment number 22797
BPIC20_permit,case:RfpNumber_6,2,1.0,32.0,1.0,0.5,-,False,"not-an-id, too-few-rows",request for payment number 22792
BPIC20_permit,case:RfpNumber_7,1,1.0,32.0,1.0,1.0,-,False,too-few-rows,request for payment number 24071
BPIC20_permit,case:RfpNumber_4,8,1.0,32.0,1.0,0.125,-,False,"not-an-id, too-few-rows",request for payment number 22788
BPIC20_permit,case:RfpNumber_5,4,1.0,32.0,1.0,0.25,-,False,"not-an-id, too-few-rows",request for payment number 22790
BPIC20_permit,case:OrganizationalEntity_12,1,1.0,25.0,1.0,1.0,-,False,too-few-rows,organizational unit 65465
BPIC20_permit,case:OrganizationalEntity_11,1,1.0,25.0,1.0,1.0,-,False,too-few-rows,organizational unit 65465
BPIC20_permit,case:OrganizationalEntity_10,2,1.0,25.0,1.0,0.5,-,False,"not-an-id, too-few-rows",organizational unit 65465
BPIC20_permit,case:Rfp_id_7,2,1.0,25.0,1.0,0.5,-,False,"not-an-id, too-few-rows",request for payment 22793
BPIC20_permit,case:Rfp_id_8,2,1.0,25.0,1.0,0.5,-,False,"not-an-id, too-few-rows",request for payment 22794
BPIC20_permit,case:Rfp_id_5,4,1.0,25.0,1.0,0.25,-,False,"not-an-id, too-few-rows",request for payment 22789
BPIC20_permit,case:Rfp_id_6,2,1.0,25.0,1.0,0.5,-,False,"not-an-id, too-few-rows",request for payment 22791
BPIC20_permit,case:Rfp_id_4,8,1.0,25.0,1.0,0.125,-,False,"not-an-id, too-few-rows",request for payment 22787
BPIC20_permit,case:Rfp_id_9,2,1.0,25.0,1.0,0.5,-,False,"not-an-id, too-few-rows",request for payment 22796
BPIC20_permit,case:Activity_9,2,0.5,12.0,1.0,1.0,-,False,"length, too-few-rows",activity 505
BPIC20_permit,case:Activity_8,2,0.5,12.0,1.0,1.0,-,False,"length, too-few-rows",activity 505
BPIC20_permit,case:Activity_5,4,0.25,12.0,1.0,1.0,-,False,"unique, length, too-few-rows",activity 505
BPIC20_permit,case:Activity_4,6,0.16666666666666666,12.0,1.0,1.0,-,False,"unique, length, too-few-rows",activity 505
BPIC20_permit,case:Activity_7,2,0.5,12.0,1.0,1.0,-,False,"length, too-few-rows",activity 505
BPIC20_permit,case:Activity_6,2,0.5,12.0,1.0,1.0,-,False,"length, too-few-rows",activity 505
BPIC20_permit,case:Cost Type_13,1,1.0,1.0,0.0,1.0,-,False,"length, space, too-few-rows",0
BPIC20_permit,case:Cost Type_14,1,1.0,1.0,0.0,1.0,-,False,"length, space, too-few-rows",0
BPIC20_permit,case:Cost Type_10,2,0.5,1.0,0.0,1.0,-,False,"length, space, too-few-rows",0
BPIC20_permit,case:Cost Type_11,1,1.0,1.0,0.0,1.0,-,False,"length, space, too-few-rows",0
BPIC20_permit,case:Cost Type_12,1,1.0,1.0,0.0,1.0,-,False,"length, space, too-few-rows",0
BPIC20_permit,case:Task_5,4,1.0,10.0,1.0,0.25,-,False,"length, not-an-id, too-few-rows",task 22780
BPIC20_permit,case:Task_4,6,1.0,10.0,1.0,0.16666666666666666,-,False,"length, not-an-id, too-few-rows",task 22780
BPIC20_permit,case:Task_9,2,1.0,10.0,1.0,0.5,-,False,"length, not-an-id, too-few-rows",task 22780
BPIC20_permit,case:Task_8,2,1.0,10.0,1.0,0.5,-,False,"length, not-an-id, too-few-rows",task 22780
BPIC20_permit,case:Task_7,2,1.0,10.0,1.0,0.5,-,False,"length, not-an-id, too-few-rows",task 22780
BPIC20_permit,case:Task_6,2,1.0,10.0,1.0,0.5,-,False,"length, not-an-id, too-few-rows",task 22780
BPIC20_rfp,case:Rfp_id,4820,1.0,26.0,1.0,0.0002074688796680498,-,False,not-an-id,request for payment 148214
BPIC20_rfp,case:Project,4474,0.01586946803755029,13.43004023245418,1.0,0.014084507042253521,-,False,"unique, length, not-an-id",project 148216
BPIC20_rfp,case:Task,1336,0.37050898203592814,10.258982035928144,1.0,0.00202020202020202,-,False,"unique, length, not-an-id",task 147557
BPIC20_rfp,case:concept:name,4820,1.0,26.0,1.0,0.0002074688796680498,outcome-field,False,"not-an-id, outcome-field",request for payment 148214
BPIC20_rfp,case:OrganizationalEntity,4820,0.007468879668049793,25.0,1.0,0.027777777777777776,-,False,"unique, not-an-id",organizational unit 65463
BPIC20_rfp,case:Cost Type,4820,0.0002074688796680498,1.0,0.0,1.0,-,False,"unique, length, space",0
BPIC20_rfp,case:RequestedAmount,4820,0.9464730290456431,17.37240663900415,0.0,0.00021920210434020167,-,False,"length, space, not-an-id",34.33634285099345
BPIC20_rfp,case:Activity,1318,0.0030349013657056147,12.01289833080425,1.0,0.25,outcome-field,False,"unique, length, not-an-id, outcome-field",activity 505
BPIC20_rfp,case:RfpNumber,4419,1.0,33.0,1.0,0.00022629554197782303,-,False,not-an-id,request for payment number 148215
BPIC20_rfp,id,4820,1.0,16.0,1.0,0.0002074688796680498,-,False,"length, not-an-id",st_step 148220_0
BPIC20_rfp,org:resource,4820,0.0002074688796680498,12.0,1.0,1.0,-,False,"unique, length",STAFF MEMBER
BPIC20_rfp,concept:name,4820,0.0004149377593360996,40.95850622406639,1.0,1.0,outcome-field,False,"unique, outcome-field",Request For Payment SUBMITTED by EMPLOYEE
BPIC20_rfp,time:timestamp,4820,0.999792531120332,29.0,0.0,0.00020751193193608634,outcome-field,False,"space, not-an-id, outcome-field",2017-01-09T09:17:18.000+01:00
BPIC20_rfp,org:role,4820,0.0002074688796680498,8.0,0.0,1.0,-,False,"unique, length, space",EMPLOYEE
Sepsis,case:concept:name,735,1.0,2.3360544217687074,0.0,1.0,outcome-field,False,"length, space, outcome-field",XJ
Sepsis,InfectionSuspected,695,0.0028776978417266188,4.197122302158274,0.0,1.0,-,False,"unique, length, space",true
Sepsis,org:group,735,0.005442176870748299,1.0,0.0,1.0,-,False,"unique, length, space",A
Sepsis,DiagnosticBlood,695,0.0028776978417266188,4.220143884892086,0.0,1.0,-,False,"unique, length, space",true
Sepsis,DisfuncOrg,695,0.0028776978417266188,4.943884892086331,0.0,1.0,-,False,"unique, length, space",false
Sepsis,SIRSCritTachypnea,695,0.0028776978417266188,4.434532374100719,0.0,1.0,-,False,"unique, length, space",false
Sepsis,Hypotensie,695,0.0028776978417266188,4.956834532374101,0.0,1.0,-,False,"unique, length, space",false
Sepsis,SIRSCritHeartRate,695,0.0028776978417266188,4.228776978417266,0.0,1.0,-,False,"unique, length, space",true
Sepsis,Infusion,695,0.0028776978417266188,4.237410071942446,0.0,1.0,-,False,"unique, length, space",true
Sepsis,DiagnosticArtAstrup,695,0.0028776978417266188,4.723741007194245,0.0,1.0,-,False,"unique, length, space",false
Sepsis,concept:name,735,0.00816326530612245,14.663945578231292,0.9714285714285714,1.0,outcome-field,False,"unique, length, outcome-field",ER Registration
Sepsis,Age,735,0.02040816326530612,2.0,0.0,0.06666666666666667,-,False,"unique, length, space, not-an-id",90
Sepsis,DiagnosticIC,695,0.0028776978417266188,4.194244604316546,0.0,1.0,-,False,"unique, length, space",true
Sepsis,DiagnosticSputum,695,0.0028776978417266188,4.976978417266187,0.0,1.0,-,False,"unique, length, space",false
Sepsis,DiagnosticLiquor,695,0.0028776978417266188,4.994244604316547,0.0,1.0,-,False,"unique, length, space",false
Sepsis,DiagnosticOther,695,0.0028776978417266188,4.99568345323741,0.0,1.0,-,False,"unique, length, space",false
Sepsis,SIRSCriteria2OrMore,695,0.0028776978417266188,4.19136690647482,0.0,1.0,-,False,"unique, length, space",true
Sepsis,DiagnosticXthorax,695,0.0028776978417266188,4.260431654676259,0.0,1.0,-,False,"unique, length, space",true
Sepsis,SIRSCritTemperature,695,0.0028776978417266188,4.240287769784173,0.0,1.0,-,False,"unique, length, space",true
Sepsis,time:timestamp,735,1.0,29.0,0.0,0.0013605442176870747,outcome-field,False,"space, not-an-id, outcome-field",2013-11-07T08:18:29.000+01:00
Sepsis,DiagnosticUrinaryCulture,695,0.0028776978417266188,4.555395683453237,0.0,1.0,-,False,"unique, length, space",true
Sepsis,SIRSCritLeucos,695,0.0028776978417266188,4.959712230215827,0.0,1.0,-,False,"unique, length, space",false
Sepsis,Oligurie,695,0.0028776978417266188,4.981294964028777,0.0,1.0,-,False,"unique, length, space",false
Sepsis,DiagnosticLacticAcid,695,0.0028776978417266188,4.235971223021583,0.0,1.0,-,False,"unique, length, space",true
Sepsis,lifecycle:transition,735,0.0013605442176870747,8.0,0.0,1.0,outcome-field,False,"unique, length, space, outcome-field",complete
Sepsis,Diagnose,557,0.22082585278276481,1.3123877917414721,0.0,1.0,-,False,"unique, length, space",C
Sepsis,Hypoxie,695,0.0028776978417266188,4.981294964028777,0.0,1.0,-,False,"unique, length, space",false
Sepsis,DiagnosticUrinarySediment,695,0.0028776978417266188,4.5194244604316545,0.0,1.0,-,False,"unique, length, space",true
Sepsis,DiagnosticECG,695,0.0028776978417266188,4.280575539568345,0.0,1.0,-,False,"unique, length, space",true
Sepsis,Leucocytes,11,1.0,3.6363636363636362,0.0,0.09090909090909091,-,False,"length, space, not-an-id, too-few-rows",21.4
Sepsis,CRP,9,1.0,4.333333333333333,0.0,0.1111111111111111,-,False,"length, space, not-an-id, too-few-rows",342.0
HospitalBilling,case:concept:name,69997,1.0,3.72853122276669,0.0,1.0,outcome-field,False,"length, space, outcome-field",RB
HospitalBilling,isCancelled,70000,1.4285714285714285e-05,5.0,0.0,1.0,outcome-field,False,"unique, length, space, outcome-field",false
HospitalBilling,diagnosis,24600,0.03451219512195122,1.8845528455284553,0.0,1.0,-,False,"unique, length, space",S
HospitalBilling,time:timestamp,70000,0.9820714285714286,29.0,0.0,1.4546512473634446e-05,outcome-field,False,"space, not-an-id, outcome-field",2012-12-13T10:13:18.000+01:00
HospitalBilling,caseType,70000,0.0002,1.0,0.0,1.0,-,False,"unique, length, space",B
HospitalBilling,speciality,70000,0.00032857142857142856,1.0,0.0,1.0,-,False,"unique, length, space",C
HospitalBilling,org:resource,70000,0.012628571428571428,4.7432428571428575,0.0,1.0,-,False,"unique, length, space",ResN
HospitalBilling,concept:name,70000,1.4285714285714285e-05,3.0,0.0,1.0,outcome-field,False,"unique, length, space, outcome-field",NEW
HospitalBilling,blocked,70000,2.857142857142857e-05,4.999871428571429,0.0,1.0,-,False,"unique, length, space",false
HospitalBilling,isClosed,70000,2.857142857142857e-05,4.0721428571428575,0.0,1.0,outcome-field,False,"unique, length, space, outcome-field",true
HospitalBilling,flagD,70000,2.857142857142857e-05,4.257028571428571,0.0,1.0,-,False,"unique, length, space",true
HospitalBilling,flagB,70000,1.4285714285714285e-05,5.0,0.0,1.0,-,False,"unique, length, space",false
HospitalBilling,flagA,70000,1.4285714285714285e-05,5.0,0.0,1.0,-,False,"unique, length, space",false
HospitalBilling,state,70000,1.4285714285714285e-05,11.0,1.0,1.0,outcome-field,False,"unique, length, outcome-field",In progress
HospitalBilling,lifecycle:transition,70000,1.4285714285714285e-05,8.0,0.0,1.0,outcome-field,False,"unique, length, space, outcome-field",complete
RoadFines,case:concept:name,105259,1.0,6.0329758025442,0.0,4.75018763241148e-05,outcome-field,False,"length, space, not-an-id, outcome-field",S38735
RoadFines,amount,105259,0.0006555258932727843,4.139551012264985,0.0,0.014492753623188406,-,False,"unique, length, space, not-an-id",62.59
RoadFines,org:resource,105259,0.0010735424049249946,2.734331506094491,0.0,0.008849557522123894,-,False,"unique, length, space, not-an-id",18
RoadFines,dismissal,105259,0.0002185086310909281,2.9908416382447105,0.0,0.8695652173913043,-,False,"unique, length, space",NIL
RoadFines,concept:name,105259,9.50037526482296e-06,11.0,1.0,1.0,outcome-field,False,"unique, length, outcome-field",Create Fine
RoadFines,vehicleClass,105259,3.800150105929184e-05,1.0,0.0,1.0,-,False,"unique, length, space",A
RoadFines,totalPaymentAmount,105259,9.50037526482296e-06,3.0,0.0,1.0,-,False,"unique, length, space",0.0
RoadFines,lifecycle:transition,105259,9.50037526482296e-06,8.0,0.0,1.0,outcome-field,False,"unique, length, space, outcome-field",complete
RoadFines,time:timestamp,105259,0.028862140054532155,25.0,0.0,0.0003291639236339697,outcome-field,False,"unique, space, not-an-id, outcome-field",2000-01-01T00:00:00+01:00
RoadFines,article,105259,0.0005510217653597317,2.5349566307869162,0.0,0.017241379310344827,-,False,"unique, length, space, not-an-id",158
RoadFines,points,105259,7.600300211858368e-05,1.00027551088268,0.0,0.125,-,False,"unique, length, space, not-an-id",0
